pitcher_diff,pitcher_season_diff,pitcher_recent_diff,offense_diff,bullpen_diff,pyth_diff,home_pitcher_combined,away_pitcher_combined,home_pitcher_season,away_pitcher_season,home_pitcher_recent,away_pitcher_recent,home_pitcher_ip,away_pitcher_ip,home_offense,away_offense,home_bullpen,away_bullpen,home_pyth,away_pyth,home_home_pct,away_road_pct,is_home,park_factor,home_p_vs_era,away_p_vs_era,home_p_vs_ip,away_p_vs_ip,game_id,date,away_team,home_team,venue,home_win,home_runs,away_runs
18.394000000000005,14.669999999999995,23.980000000000004,-6.07,-0.14000000000000057,-0.037816950217333556,77.668,59.274,70.16,55.49,88.93,64.95,10.2,20.2,39.74,45.81,65.16,65.3,0.4646,0.5024,0.543,0.531,1,1.06,4.5,4.5,0.0,0.0,778516,2025-03-30,Boston Red Sox,Texas Rangers,Globe Life Field,1,3,2
-12.101999999999997,-11.350000000000001,-13.22999999999999,13.82,-7.810000000000009,0.009867038760352664,52.63,64.732,49.49,60.84,57.34,70.57,50.0,39.2,57.07,43.25,60.23,68.04,0.5534,0.5436,0.543,0.481,1,1.03,4.5,4.5,0.0,0.0,778515,2025-03-30,Chicago Cubs,Arizona Diamondbacks,Chase Field,1,10,6
16.739999999999995,19.939999999999998,11.939999999999998,0.3100000000000023,11.419999999999995,0.1273332064469445,68.86,52.120000000000005,75.52,55.58,58.87,46.93,121.1,180.2,39.63,39.32,73.52,62.1,0.5491,0.4218,0.605,0.383,1,0.95,4.5,4.5,0.0,0.0,778513,2025-03-30,Athletics,Seattle Mariners,T-Mobile Park,1,2,1
2.652000000000001,6.140000000000001,-2.5800000000000125,3.6700000000000017,-3.819999999999993,-0.009327652002306452,70.426,67.774,64.81,58.67,78.85,81.43,145.2,4.1,48.46,44.79,70.39,74.21,0.5581,0.5674,0.556,0.531,1,0.93,4.5,4.5,0.0,0.0,778514,2025-03-30,Atlanta Braves,San Diego Padres,Petco Park,1,5,0
-3.553999999999995,-5.07,-1.2800000000000011,-18.669999999999998,-13.799999999999997,-0.2078660635545102,46.722,50.275999999999996,49.53,54.6,42.51,43.79,135.0,88.1,25.99,44.66,54.95,68.75,0.2965,0.5043,0.284,0.481,1,1.0,4.5,4.5,0.0,0.0,778506,2025-03-31,Minnesota Twins,Chicago White Sox,Rate Field,1,9,0
-32.964,-24.939999999999998,-45.0,4.210000000000001,3.030000000000001,0.02695412354778315,47.0,79.964,45.0,69.94,50.0,95.0,0.0,30.1,46.65,42.44,72.23,69.2,0.5871,0.5602,0.58,0.506,1,1.01,4.5,4.5,0.0,0.0,778504,2025-03-31,Kansas City Royals,Milwaukee Brewers,American Family Field,0,1,11
25.483999999999995,7.439999999999998,52.55,5.789999999999999,3.9000000000000057,0.05101912152603605,61.885999999999996,36.402,47.33,39.89,83.72,31.17,79.2,10.0,51.6,45.81,69.2,65.3,0.5535,0.5024,0.543,0.531,1,1.02,4.5,4.5,0.0,0.0,778512,2025-03-31,Boston Red Sox,Baltimore Orioles,Oriole Park at Camden Yards,1,8,5
40.882,33.79,51.519999999999996,10.18,20.799999999999997,0.20847843435213914,70.526,29.644,68.19,34.4,74.03,22.51,181.2,4.0,49.16,38.98,69.97,49.17,0.5707,0.3622,0.667,0.296,1,1.05,4.5,4.5,0.0,0.0,778502,2025-03-31,Colorado Rockies,Philadelphia Phillies,Citizens Bank Park,1,6,1
-2.6160000000000068,8.959999999999994,-19.980000000000004,0.00999999999999801,3.280000000000001,0.03865795158606877,54.553999999999995,57.17,62.23,53.27,43.04,63.02,179.2,11.2,39.75,39.74,68.44,65.16,0.5033,0.4646,0.481,0.42,1,1.12,4.5,4.5,0.0,0.0,778511,2025-03-31,Texas Rangers,Cincinnati Reds,Great American Ball Park,1,14,3
-28.808,-16.259999999999998,-47.63000000000001,-14.439999999999998,-9.890000000000008,-0.16869796920044022,33.336,62.144,44.14,60.4,17.13,64.76,148.1,121.0,33.64,48.08,58.29,68.18,0.3756,0.5443,0.37,0.531,1,0.97,4.5,4.5,0.0,0.0,778509,2025-03-31,New York Mets,Miami Marlins,loanDepot park,0,4,10
20.244,8.880000000000003,37.28999999999999,-3.0500000000000043,6.799999999999997,0.005585517068769641,72.538,52.294,68.09,59.21,79.21,41.92,28.2,50.2,32.65,35.7,71.52,64.72,0.4575,0.4519,0.519,0.457,1,1.0,4.5,4.5,0.0,0.0,778508,2025-03-31,Pittsburgh Pirates,Tampa Bay Rays,George M. Steinbrenner Field,1,6,1
5.268000000000001,17.900000000000006,-13.680000000000007,4.080000000000005,0.480000000000004,0.020051027120987552,72.35,67.082,66.37,48.47,81.32,95.0,103.2,79.2,39.77,35.69,64.17,63.69,0.4535,0.4335,0.481,0.407,1,1.03,4.5,4.5,0.0,0.0,778507,2025-03-31,Washington Nationals,Toronto Blue Jays,Rogers Centre,1,5,2
6.0319999999999965,6.18,5.810000000000002,4.109999999999999,5.47999999999999,0.07159605742417557,50.867999999999995,44.836,59.22,53.04,38.34,32.53,171.2,179.1,39.46,35.35,66.82,61.34,0.4691,0.3975,0.543,0.383,1,0.98,4.5,4.5,0.0,0.0,778503,2025-03-31,Los Angeles Angels,St. Louis Cardinals,Busch Stadium,0,4,5
